name;F0semitoneFrom27.5Hz_sma3nz_amean;F0semitoneFrom27.5Hz_sma3nz_stddevNorm;F0semitoneFrom27.5Hz_sma3nz_percentile20.0;F0semitoneFrom27.5Hz_sma3nz_percentile50.0;F0semitoneFrom27.5Hz_sma3nz_percentile80.0;F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2;F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope;F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope;F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope;F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope;loudness_sma3_amean;loudness_sma3_stddevNorm;loudness_sma3_percentile20.0;loudness_sma3_percentile50.0;loudness_sma3_percentile80.0;loudness_sma3_pctlrange0-2;loudness_sma3_meanRisingSlope;loudness_sma3_stddevRisingSlope;loudness_sma3_meanFallingSlope;loudness_sma3_stddevFallingSlope;spectralFlux_sma3_amean;spectralFlux_sma3_stddevNorm;mfcc1_sma3_amean;mfcc1_sma3_stddevNorm;mfcc2_sma3_amean;mfcc2_sma3_stddevNorm;mfcc3_sma3_amean;mfcc3_sma3_stddevNorm;mfcc4_sma3_amean;mfcc4_sma3_stddevNorm;jitterLocal_sma3nz_amean;jitterLocal_sma3nz_stddevNorm;shimmerLocaldB_sma3nz_amean;shimmerLocaldB_sma3nz_stddevNorm;HNRdBACF_sma3nz_amean;HNRdBACF_sma3nz_stddevNorm;logRelF0-H1-H2_sma3nz_amean;logRelF0-H1-H2_sma3nz_stddevNorm;logRelF0-H1-A3_sma3nz_amean;logRelF0-H1-A3_sma3nz_stddevNorm;F1frequency_sma3nz_amean;F1frequency_sma3nz_stddevNorm;F1bandwidth_sma3nz_amean;F1bandwidth_sma3nz_stddevNorm;F1amplitudeLogRelF0_sma3nz_amean;F1amplitudeLogRelF0_sma3nz_stddevNorm;F2frequency_sma3nz_amean;F2frequency_sma3nz_stddevNorm;F2bandwidth_sma3nz_amean;F2bandwidth_sma3nz_stddevNorm;F2amplitudeLogRelF0_sma3nz_amean;F2amplitudeLogRelF0_sma3nz_stddevNorm;F3frequency_sma3nz_amean;F3frequency_sma3nz_stddevNorm;F3bandwidth_sma3nz_amean;F3bandwidth_sma3nz_stddevNorm;F3amplitudeLogRelF0_sma3nz_amean;F3amplitudeLogRelF0_sma3nz_stddevNorm;alphaRatioV_sma3nz_amean;alphaRatioV_sma3nz_stddevNorm;hammarbergIndexV_sma3nz_amean;hammarbergIndexV_sma3nz_stddevNorm;slopeV0-500_sma3nz_amean;slopeV0-500_sma3nz_stddevNorm;slopeV500-1500_sma3nz_amean;slopeV500-1500_sma3nz_stddevNorm;spectralFluxV_sma3nz_amean;spectralFluxV_sma3nz_stddevNorm;mfcc1V_sma3nz_amean;mfcc1V_sma3nz_stddevNorm;mfcc2V_sma3nz_amean;mfcc2V_sma3nz_stddevNorm;mfcc3V_sma3nz_amean;mfcc3V_sma3nz_stddevNorm;mfcc4V_sma3nz_amean;mfcc4V_sma3nz_stddevNorm;alphaRatioUV_sma3nz_amean;hammarbergIndexUV_sma3nz_amean;slopeUV0-500_sma3nz_amean;slopeUV500-1500_sma3nz_amean;spectralFluxUV_sma3nz_amean;loudnessPeaksPerSec;VoicedSegmentsPerSec;MeanVoicedSegmentLengthSec;StddevVoicedSegmentLengthSec;MeanUnvoicedSegmentLength;StddevUnvoicedSegmentLength;equivalentSoundLevel_dBp
'w084_papeete_d5.wav';3.551182e+001;1.282446e-001;3.239503e+001;3.534547e+001;3.850534e+001;6.110310e+000;1.431676e+002;1.668721e+002;1.312124e+002;2.398529e+002;3.281122e-001;1.063299e+000;2.026742e-002;2.450095e-001;5.693092e-001;5.490417e-001;6.902195e+000;5.001979e+000;6.650321e+000;6.045562e+000;1.423811e-001;1.342021e+000;1.835368e+001;9.929959e-001;1.864850e+000;8.753839e+000;7.358620e+000;1.973802e+000;2.698686e+000;4.947585e+000;3.578094e-002;2.067205e+000;1.096954e+000;1.085748e+000;8.751591e+000;5.357441e-001;4.634020e+000;2.367679e+000;1.676464e+001;6.358384e-001;6.113701e+002;3.553329e-001;1.261928e+003;2.188955e-001;-1.140947e+002;-7.972773e-001;1.627129e+003;1.666675e-001;9.863412e+002;4.619685e-001;-1.090932e+002;-7.953755e-001;2.655393e+003;1.013941e-001;7.883045e+002;5.435792e-001;-1.120570e+002;-7.464682e-001;-1.501864e+001;-6.449890e-001;2.478934e+001;4.096515e-001;2.679965e-002;1.427917e+000;-1.282247e-002;-8.425798e-001;2.383862e-001;9.141176e-001;3.031015e+001;4.715154e-001;-1.006691e+000;-1.886643e+001;7.031354e+000;2.418160e+000;-1.687131e+000;-8.316689e+000;-1.321262e+001;2.260828e+001;2.396320e-002;1.261723e-002;6.272357e-002;2.371733e+000;1.953819e+000;2.530578e-001;2.014692e-001;2.460684e-001;3.304980e-001;-3.606432e+001
'w084_papeete_d6.wav';3.555393e+001;1.265368e-001;3.263409e+001;3.513252e+001;3.807099e+001;5.436897e+000;2.150421e+002;5.353161e+002;4.617779e+001;4.365838e+001;3.275692e-001;1.101487e+000;7.002226e-003;2.326399e-001;5.838236e-001;5.768214e-001;7.015842e+000;4.361058e+000;6.842924e+000;4.846967e+000;1.459791e-001;1.302972e+000;1.697856e+001;1.073749e+000;2.656951e+000;6.595331e+000;8.418509e+000;1.688909e+000;7.448953e-001;2.039896e+001;3.731222e-002;1.913703e+000;1.105972e+000;1.097609e+000;8.535376e+000;5.223458e-001;6.718193e+000;1.524620e+000;1.857540e+001;6.123855e-001;6.220326e+002;3.314604e-001;1.229120e+003;2.211717e-001;-1.182033e+002;-7.607212e-001;1.673552e+003;1.781974e-001;9.437650e+002;4.876865e-001;-1.135693e+002;-7.597111e-001;2.697912e+003;1.009469e-001;8.138514e+002;7.083457e-001;-1.160299e+002;-7.204620e-001;-1.476116e+001;-6.909594e-001;2.399461e+001;4.519168e-001;2.807484e-002;1.326949e+000;-1.191326e-002;-9.080700e-001;2.567447e-001;8.191984e-001;2.976198e+001;4.724245e-001;-1.515123e+000;-1.390698e+001;1.025350e+001;1.607460e+000;-6.385427e+000;-2.513348e+000;-1.418721e+001;2.414079e+001;2.860903e-002;1.341496e-002;6.223820e-002;2.676471e+000;2.061856e+000;2.284286e-001;1.647304e-001;2.500000e-001;3.386381e-001;-3.649042e+001
'w084_papeete_d7.wav';3.660931e+001;1.162484e-001;3.446914e+001;3.662411e+001;3.830231e+001;3.833172e+000;1.074453e+002;1.317091e+002;4.818818e+002;9.496976e+002;3.412835e-001;1.072439e+000;7.968804e-003;2.562748e-001;6.071487e-001;5.991799e-001;7.149546e+000;5.881765e+000;6.509930e+000;5.047964e+000;1.375887e-001;1.240531e+000;1.774446e+001;1.011166e+000;1.489826e+000;1.126615e+001;6.279355e+000;2.308808e+000;8.465338e-002;1.755303e+002;3.088174e-002;1.916281e+000;1.067031e+000;1.147709e+000;9.359283e+000;5.251731e-001;2.653992e+000;4.886792e+000;1.632100e+001;7.050176e-001;6.338636e+002;3.244549e-001;1.262031e+003;2.215963e-001;-1.168316e+002;-7.747926e-001;1.629383e+003;1.821463e-001;1.012665e+003;4.158928e-001;-1.100462e+002;-7.933555e-001;2.681676e+003;1.031078e-001;7.750518e+002;6.351396e-001;-1.134487e+002;-7.372236e-001;-1.497135e+001;-6.839935e-001;2.543468e+001;4.123462e-001;2.972573e-002;1.294449e+000;-1.126568e-002;-1.035156e+000;2.321368e-001;7.969905e-001;3.029530e+001;4.441519e-001;-2.703686e+000;-7.239274e+000;5.665386e+000;2.981751e+000;-6.646234e+000;-2.356355e+000;-1.425406e+001;2.389681e+001;2.874588e-002;1.360000e-002;6.443226e-002;2.515905e+000;1.853461e+000;2.632813e-001;1.981559e-001;2.716666e-001;3.547871e-001;-3.562309e+001
'w084_papeete_d8.wav';3.564766e+001;1.160246e-001;3.256127e+001;3.566925e+001;3.805330e+001;5.492027e+000;1.766447e+002;2.523674e+002;4.129784e+001;3.489028e+001;3.372153e-001;1.046597e+000;9.203287e-003;2.475915e-001;5.987852e-001;5.895818e-001;7.249564e+000;4.918392e+000;7.097593e+000;4.341467e+000;1.415601e-001;1.267122e+000;1.900913e+001;9.662141e-001;2.222637e+000;7.468733e+000;6.649027e+000;2.260804e+000;1.318997e+000;1.091098e+001;3.292997e-002;2.314565e+000;1.034844e+000;1.148130e+000;9.307616e+000;4.673817e-001;4.728915e+000;2.737726e+000;1.809537e+001;6.157741e-001;6.118565e+002;3.317150e-001;1.264996e+003;2.126804e-001;-1.080180e+002;-8.422767e-001;1.631291e+003;1.650716e-001;1.014346e+003;4.398132e-001;-1.045602e+002;-8.270664e-001;2.665804e+003;1.051411e-001;8.121500e+002;5.450044e-001;-1.079342e+002;-7.698371e-001;-1.521346e+001;-6.502181e-001;2.541975e+001;4.138343e-001;3.018493e-002;1.300849e+000;-1.147488e-002;-9.512603e-001;2.297604e-001;8.585217e-001;3.117330e+001;4.305425e-001;-1.552712e+000;-1.215142e+001;7.049044e+000;2.455507e+000;-4.153880e+000;-3.545910e+000;-1.419674e+001;2.377871e+001;3.364067e-002;1.358848e-002;6.358784e-002;2.930591e+000;1.981982e+000;2.622078e-001;1.882291e-001;2.274667e-001;3.276546e-001;-3.603374e+001
'w087_sarajevo_d5.wav';3.670442e+001;1.412124e-001;3.415430e+001;3.646477e+001;3.984943e+001;5.695129e+000;2.176522e+002;4.037757e+002;1.488389e+002;2.558608e+002;2.499691e-001;9.786317e-001;2.226605e-002;2.065312e-001;4.331833e-001;4.109173e-001;5.597188e+000;5.095311e+000;4.472456e+000;3.718360e+000;1.082520e-001;1.251598e+000;1.923630e+001;9.555125e-001;1.263382e+000;1.325281e+001;1.179614e+001;1.067694e+000;2.748555e+000;5.216513e+000;4.401113e-002;2.020340e+000;1.164149e+000;1.148755e+000;9.164966e+000;5.810284e-001;9.955675e+000;1.227563e+000;2.084451e+001;6.213137e-001;6.578716e+002;3.690755e-001;1.261386e+003;2.192906e-001;-1.298230e+002;-6.700311e-001;1.644908e+003;1.763329e-001;9.580872e+002;3.874787e-001;-1.215446e+002;-6.962975e-001;2.707668e+003;1.194501e-001;7.902924e+002;4.480316e-001;-1.245953e+002;-6.505781e-001;-1.614563e+001;-6.682276e-001;2.727996e+001;4.299002e-001;3.209859e-002;1.259754e+000;-3.778530e-003;-3.329923e+000;1.856258e-001;8.210341e-001;3.378592e+001;3.967021e-001;-2.346926e+000;-8.543121e+000;1.475512e+001;9.231783e-001;-3.908954e+000;-3.898144e+000;-1.391713e+001;2.378725e+001;7.132017e-003;1.390449e-002;5.912818e-002;2.468781e+000;2.025280e+000;2.131915e-001;1.862063e-001;2.767424e-001;4.238772e-001;-3.799354e+001
'w087_sarajevo_d6.wav';3.717520e+001;1.609641e-001;3.434488e+001;3.667112e+001;3.993924e+001;5.594364e+000;2.608459e+002;5.393576e+002;1.266805e+002;1.807944e+002;2.585612e-001;1.038941e+000;2.440630e-002;2.097645e-001;4.353553e-001;4.109490e-001;4.990867e+000;3.154247e+000;5.804365e+000;4.686926e+000;1.252182e-001;1.192531e+000;1.836160e+001;1.014767e+000;3.758773e+000;4.351475e+000;1.127939e+001;1.092835e+000;2.163465e+000;6.532248e+000;4.606319e-002;1.571628e+000;1.236015e+000;1.025111e+000;8.547223e+000;6.213053e-001;1.121577e+001;1.169892e+000;2.131797e+001;6.970392e-001;6.566327e+002;3.753783e-001;1.241489e+003;2.281292e-001;-1.274538e+002;-6.780822e-001;1.660771e+003;1.832920e-001;9.433877e+002;3.902851e-001;-1.177997e+002;-7.134333e-001;2.723626e+003;1.117762e-001;8.011783e+002;4.394761e-001;-1.204878e+002;-6.708698e-001;-1.593534e+001;-6.951231e-001;2.752913e+001;4.516827e-001;3.209800e-002;1.366146e+000;-4.499109e-003;-2.968691e+000;2.113480e-001;7.675170e-001;3.106895e+001;5.189219e-001;9.539474e-001;2.083195e+001;1.331240e+001;1.013389e+000;-4.514502e+000;-3.249031e+000;-1.564643e+001;2.606987e+001;3.513725e-003;1.331059e-002;6.204848e-002;2.543985e+000;2.142347e+000;2.138889e-001;1.838942e-001;2.448235e-001;4.094978e-001;-3.758411e+001
'w087_sarajevo_d7.wav';3.731075e+001;1.227495e-001;3.420259e+001;3.689345e+001;4.040347e+001;6.200882e+000;1.411163e+002;2.106368e+002;2.412725e+002;3.447740e+002;2.355392e-001;9.083526e-001;2.041990e-002;2.185196e-001;4.015901e-001;3.811702e-001;4.311884e+000;3.315368e+000;3.817955e+000;2.245528e+000;1.011544e-001;1.124640e+000;1.770491e+001;1.070418e+000;2.582743e+000;6.177629e+000;1.186428e+001;1.039918e+000;2.253791e+000;5.993972e+000;4.480690e-002;1.552601e+000;1.061755e+000;1.089601e+000;9.387157e+000;5.434939e-001;1.116570e+001;8.311608e-001;2.008269e+001;6.065755e-001;6.695573e+002;3.520614e-001;1.261720e+003;2.540518e-001;-1.292787e+002;-6.699740e-001;1.644301e+003;1.716789e-001;9.668267e+002;4.219335e-001;-1.202286e+002;-7.027058e-001;2.721117e+003;1.104264e-001;7.367485e+002;5.011857e-001;-1.231732e+002;-6.573169e-001;-1.677013e+001;-6.875203e-001;2.856484e+001;4.182616e-001;3.337820e-002;1.172115e+000;-1.576935e-003;-8.838548e+000;1.734441e-001;6.751308e-001;3.258746e+001;4.327059e-001;-1.565108e-001;-1.239704e+002;1.529667e+001;8.363295e-001;-3.035120e+000;-4.683685e+000;-1.253282e+001;2.216490e+001;1.692959e-002;1.395248e-002;5.371536e-002;2.639715e+000;1.857143e+000;2.401282e-001;2.015357e-001;3.130435e-001;4.603065e-001;-3.895130e+001
'w087_sarajevo_d8.wav';3.651652e+001;1.495961e-001;3.438555e+001;3.725453e+001;3.966571e+001;5.280159e+000;3.422825e+002;5.815737e+002;1.083907e+002;1.119278e+002;2.610071e-001;1.110756e+000;1.453736e-002;2.138775e-001;4.107561e-001;3.962187e-001;6.249117e+000;6.579827e+000;5.646794e+000;5.927558e+000;1.168822e-001;1.338600e+000;1.882523e+001;9.809953e-001;2.295498e+000;6.653808e+000;1.077286e+001;1.139984e+000;3.676592e-001;3.546393e+001;4.962295e-002;1.894671e+000;1.087976e+000;1.067679e+000;9.185681e+000;5.805144e-001;1.069529e+001;1.006630e+000;2.119502e+001;5.744855e-001;6.508032e+002;3.495493e-001;1.295421e+003;2.263623e-001;-1.254695e+002;-7.002549e-001;1.654504e+003;1.744977e-001;9.917290e+002;3.794589e-001;-1.161861e+002;-7.296477e-001;2.725369e+003;1.117791e-001;8.270654e+002;4.301194e-001;-1.194548e+002;-6.801374e-001;-1.729818e+001;-6.225761e-001;2.873640e+001;3.984067e-001;3.440814e-002;1.065847e+000;-5.388006e-003;-2.379862e+000;1.977039e-001;9.083800e-001;3.321355e+001;3.786118e-001;1.808002e-001;1.057717e+002;1.376123e+001;9.700508e-001;-5.119272e+000;-2.726295e+000;-1.164285e+001;2.153564e+001;2.829273e-002;1.483638e-002;6.011639e-002;1.945525e+000;1.839429e+000;2.532941e-001;2.090617e-001;2.749397e-001;4.287875e-001;-3.743240e+001
'w094_hakupu_d5.wav';3.578397e+001;9.681557e-002;3.367453e+001;3.569304e+001;3.765058e+001;3.976044e+000;1.110743e+002;1.433460e+002;7.273125e+001;1.289624e+002;2.825107e-001;1.107530e+000;1.382727e-002;1.805100e-001;5.223849e-001;5.085577e-001;6.477664e+000;3.483912e+000;5.618153e+000;3.781816e+000;1.295701e-001;1.230952e+000;1.933623e+001;8.680440e-001;5.036139e+000;2.771667e+000;8.916615e+000;1.510092e+000;-1.498613e+000;-1.014424e+001;2.979598e-002;1.937775e+000;1.084695e+000;1.088957e+000;9.712155e+000;4.084775e-001;7.211961e+000;1.659570e+000;2.138943e+001;5.491024e-001;5.678265e+002;3.824512e-001;1.243509e+003;2.370893e-001;-1.246498e+002;-7.198742e-001;1.555927e+003;2.025299e-001;9.759722e+002;3.483502e-001;-1.171059e+002;-7.343468e-001;2.666440e+003;1.295138e-001;7.785276e+002;5.150511e-001;-1.209951e+002;-6.742911e-001;-1.662128e+001;-5.935601e-001;2.861124e+001;3.781529e-001;2.879583e-002;1.360295e+000;-9.287074e-003;-1.318055e+000;2.300169e-001;7.433453e-001;3.199969e+001;4.027266e-001;2.291647e+000;7.350904e+000;8.523007e+000;1.884009e+000;-1.070858e+001;-1.440545e+000;-1.740556e+001;2.785233e+001;1.720297e-002;1.336559e-002;5.762554e-002;2.798203e+000;1.901452e+000;2.390322e-001;1.588268e-001;2.936905e-001;4.742281e-001;-3.637358e+001
'w094_hakupu_d6.wav';3.632595e+001;9.211805e-002;3.373781e+001;3.598051e+001;3.856280e+001;4.824993e+000;2.159084e+002;5.879981e+002;4.206636e+001;6.159679e+001;2.502897e-001;1.147282e+000;1.353916e-002;1.618819e-001;4.401698e-001;4.266306e-001;5.829704e+000;3.235429e+000;4.931541e+000;2.972137e+000;1.029144e-001;1.165831e+000;2.031943e+001;8.140520e-001;6.124567e+000;2.407749e+000;6.881313e+000;1.962874e+000;8.134595e-001;1.890648e+001;2.639787e-002;1.795415e+000;1.173348e+000;1.150933e+000;1.019838e+001;3.884733e-001;6.103845e+000;2.057786e+000;2.180665e+001;6.134195e-001;6.366550e+002;3.556474e-001;1.271625e+003;2.011236e-001;-1.190564e+002;-7.510062e-001;1.641997e+003;1.933075e-001;9.890529e+002;3.373401e-001;-1.122405e+002;-7.634397e-001;2.786993e+003;1.315348e-001;8.728046e+002;5.733474e-001;-1.170826e+002;-6.898388e-001;-1.674791e+001;-5.830246e-001;2.932537e+001;3.792612e-001;2.365801e-002;1.627394e+000;-8.458939e-003;-1.489639e+000;1.741458e-001;7.274188e-001;3.202173e+001;3.771814e-001;3.042225e+000;5.737494e+000;6.209923e+000;2.612156e+000;-6.838984e+000;-2.389652e+000;-1.976094e+001;3.125392e+001;1.337686e-002;1.306432e-002;4.602477e-002;2.722204e+000;1.938239e+000;2.483051e-001;1.610048e-001;2.535088e-001;4.228495e-001;-3.800886e+001
'w094_hakupu_d7.wav';3.617461e+001;1.153703e-001;3.379996e+001;3.600597e+001;3.854610e+001;4.746140e+000;2.410033e+002;3.520394e+002;2.980328e+002;5.392445e+002;2.707505e-001;1.226566e+000;5.728452e-003;1.296230e-001;5.177746e-001;5.120462e-001;6.505809e+000;4.598713e+000;5.745109e+000;4.076326e+000;1.218869e-001;1.338151e+000;1.891395e+001;8.875203e-001;5.798120e+000;2.334333e+000;6.870790e+000;2.013490e+000;-8.122830e-001;-1.937725e+001;2.848962e-002;1.713798e+000;1.160475e+000;1.191754e+000;9.782093e+000;4.640044e-001;4.446562e+000;3.140900e+000;2.014077e+001;7.141442e-001;5.687153e+002;3.855303e-001;1.246818e+003;2.225827e-001;-1.315739e+002;-6.703953e-001;1.557827e+003;2.082268e-001;1.013506e+003;3.750368e-001;-1.222898e+002;-7.047684e-001;2.647934e+003;1.229017e-001;7.639463e+002;5.236835e-001;-1.260118e+002;-6.484444e-001;-1.628134e+001;-5.987447e-001;2.817893e+001;3.977383e-001;3.057641e-002;1.323325e+000;-1.012627e-002;-1.257717e+000;2.351455e-001;7.625079e-001;3.190683e+001;4.318504e-001;2.111793e+000;7.815380e+000;5.068125e+000;3.476642e+000;-1.092522e+001;-1.433091e+000;-2.013266e+001;3.106499e+001;1.547828e-002;1.366393e-002;4.775059e-002;2.288942e+000;1.637392e+000;2.594545e-001;1.862395e-001;3.294545e-001;4.950166e-001;-3.586077e+001
'w094_hakupu_d8.wav';3.600305e+001;8.418879e-002;3.443502e+001;3.591871e+001;3.763450e+001;3.199474e+000;8.918790e+001;1.000921e+002;5.792043e+001;9.121544e+001;2.744868e-001;1.219046e+000;1.033966e-003;9.748920e-002;5.505382e-001;5.495042e-001;7.108052e+000;4.326079e+000;5.923573e+000;4.004341e+000;1.340743e-001;1.296420e+000;2.001875e+001;8.290427e-001;4.319762e+000;2.946379e+000;5.725279e+000;2.364727e+000;-1.614320e+000;-9.436291e+000;3.188658e-002;1.704436e+000;1.109823e+000;1.128643e+000;9.340121e+000;4.822797e-001;1.723143e+000;7.346436e+000;2.055799e+001;5.195219e-001;6.603315e+002;3.311818e-001;1.268692e+003;2.090362e-001;-1.260803e+002;-7.112008e-001;1.658922e+003;1.914541e-001;1.071364e+003;3.869995e-001;-1.234581e+002;-6.948376e-001;2.797521e+003;1.168288e-001;8.766072e+002;6.111865e-001;-1.276699e+002;-6.329747e-001;-1.635590e+001;-5.547992e-001;3.064706e+001;3.283374e-001;3.082757e-002;1.295117e+000;-1.162357e-002;-1.068700e+000;2.677967e-001;6.723583e-001;3.417448e+001;3.260772e-001;3.147779e-001;4.828260e+001;2.329336e+000;6.945595e+000;-1.244180e+001;-1.174589e+000;-1.975046e+001;3.079834e+001;2.307850e-002;1.344062e-002;4.637678e-002;2.336295e+000;1.549110e+000;2.731915e-001;1.739419e-001;3.510638e-001;5.302919e-001;-3.548076e+001
'w095_luanda_d5.wav';3.678965e+001;1.360737e-001;3.514110e+001;3.691529e+001;3.984211e+001;4.701004e+000;2.759604e+002;5.706584e+002;2.126517e+002;5.568052e+002;3.061397e-001;1.186572e+000;1.233891e-002;1.655287e-001;5.798693e-001;5.675304e-001;6.672933e+000;4.633843e+000;6.304470e+000;4.984366e+000;1.137638e-001;1.413153e+000;1.718027e+001;8.812772e-001;-1.040030e+000;-1.496003e+001;1.036981e+001;1.139866e+000;-8.496925e-001;-2.178842e+001;3.494262e-002;2.225159e+000;1.122454e+000;1.156602e+000;9.637844e+000;5.329598e-001;7.530157e+000;1.798643e+000;1.492012e+001;8.281921e-001;6.057842e+002;4.261692e-001;1.189412e+003;2.108675e-001;-1.304442e+002;-6.751780e-001;1.608061e+003;2.092033e-001;9.173860e+002;3.623681e-001;-1.168675e+002;-7.519571e-001;2.643617e+003;1.335442e-001;7.287397e+002;4.861794e-001;-1.192352e+002;-7.152677e-001;-1.245613e+001;-7.536928e-001;2.185658e+001;4.368308e-001;3.825350e-002;1.099820e+000;-3.410212e-003;-3.464240e+000;2.049477e-001;9.284621e-001;2.832880e+001;3.889336e-001;-7.995064e+000;-2.104472e+000;1.308063e+001;1.012853e+000;-1.248814e+001;-1.470460e+000;-1.659058e+001;2.709836e+001;1.232288e-002;1.621049e-002;5.147884e-002;2.159789e+000;1.792619e+000;2.485294e-001;2.079046e-001;2.914852e-001;3.982297e-001;-3.714341e+001
'w095_luanda_d6.wav';3.817830e+001;1.190009e-001;3.597319e+001;3.813417e+001;4.104132e+001;5.068138e+000;1.803380e+002;2.823763e+002;2.231000e+002;6.649894e+002;2.845844e-001;1.286036e+000;1.033966e-003;1.295100e-001;5.284836e-001;5.274497e-001;6.385697e+000;4.730783e+000;6.262398e+000;4.748499e+000;1.154299e-001;1.480175e+000;1.641922e+001;9.060546e-001;6.337917e-001;2.448101e+001;9.551324e+000;1.320831e+000;-1.698918e+000;-1.075394e+001;3.156494e-002;1.801968e+000;1.119817e+000;1.172973e+000;1.003195e+001;5.190422e-001;6.421831e+000;2.313045e+000;1.554352e+001;9.381675e-001;6.015348e+002;4.135983e-001;1.187967e+003;2.087066e-001;-1.395777e+002;-6.062290e-001;1.617987e+003;2.037758e-001;9.483264e+002;3.841481e-001;-1.232873e+002;-7.006000e-001;2.637410e+003;1.457171e-001;8.122303e+002;4.673164e-001;-1.254807e+002;-6.672127e-001;-1.350947e+001;-7.555577e-001;2.351036e+001;4.440138e-001;3.351050e-002;1.195483e+000;-5.520235e-003;-2.421222e+000;2.257112e-001;8.988402e-001;2.817448e+001;3.850407e-001;-6.919004e+000;-2.481675e+000;1.174457e+001;1.291953e+000;-1.477137e+001;-1.177940e+000;-1.869171e+001;2.948179e+001;1.850999e-002;1.533504e-002;4.779422e-002;1.995439e+000;1.741365e+000;2.388525e-001;1.424965e-001;3.188333e-001;4.235803e-001;-3.713108e+001
'w095_luanda_d7.wav';3.757939e+001;1.243068e-001;3.546792e+001;3.753927e+001;4.082834e+001;5.360424e+000;1.108858e+002;1.016526e+002;8.721383e+001;9.984814e+001;2.334140e-001;1.261690e+000;9.432723e-003;1.036284e-001;4.462720e-001;4.368393e-001;5.215430e+000;3.883188e+000;4.536035e+000;3.400818e+000;8.972934e-002;1.357991e+000;1.653432e+001;9.115253e-001;1.222884e+000;1.197998e+001;9.405386e+000;1.324876e+000;1.660051e+000;1.106753e+001;3.357795e-002;2.019961e+000;1.222810e+000;1.202816e+000;9.963609e+000;4.977361e-001;8.451665e+000;1.169744e+000;1.781940e+001;5.062664e-001;6.195299e+002;3.977160e-001;1.209870e+003;2.176419e-001;-1.473391e+002;-5.544315e-001;1.641084e+003;2.079618e-001;9.201686e+002;3.899445e-001;-1.316789e+002;-6.438485e-001;2.714225e+003;1.406025e-001;8.136059e+002;5.140246e-001;-1.341020e+002;-6.089555e-001;-1.392693e+001;-7.394120e-001;2.446210e+001;4.183809e-001;2.777955e-002;1.398372e+000;-4.014469e-003;-3.205496e+000;1.816263e-001;7.810813e-001;2.908427e+001;4.064092e-001;-5.112705e+000;-3.293808e+000;1.148451e+001;1.349173e+000;-1.177415e+001;-1.526544e+000;-1.786468e+001;2.882513e+001;4.585845e-003;1.529167e-002;4.463679e-002;2.024922e+000;1.716069e+000;2.160000e-001;1.506302e-001;3.525926e-001;4.328638e-001;-3.927059e+001
'w095_luanda_d8.wav';3.522079e+001;1.575025e-001;3.386974e+001;3.647423e+001;3.857915e+001;4.709408e+000;2.000459e+002;1.288603e+002;6.386913e+001;6.539339e+001;2.344260e-001;1.237097e+000;1.033966e-003;1.325705e-001;4.112486e-001;4.102146e-001;4.912170e+000;3.461502e+000;5.657625e+000;3.943357e+000;8.922894e-002;1.306154e+000;1.817707e+001;9.140840e-001;1.606610e+000;8.601347e+000;1.061426e+001;1.101691e+000;-7.730674e-001;-2.191651e+001;4.775811e-002;2.166533e+000;1.262841e+000;1.101088e+000;9.179145e+000;5.403515e-001;9.029304e+000;1.199842e+000;1.946186e+001;5.622236e-001;5.692122e+002;4.350274e-001;1.270754e+003;2.150216e-001;-1.313601e+002;-6.696811e-001;1.547658e+003;2.126989e-001;9.682543e+002;4.108270e-001;-1.188405e+002;-7.301216e-001;2.639289e+003;1.369248e-001;7.592207e+002;4.958993e-001;-1.218997e+002;-6.829065e-001;-1.506236e+001;-6.521825e-001;2.568219e+001;4.124816e-001;2.520390e-002;1.490628e+000;-4.174276e-003;-2.804836e+000;1.632036e-001;7.951756e-001;3.170501e+001;3.419783e-001;-2.812095e+000;-5.846531e+000;1.437495e+001;8.960691e-001;-1.086438e+001;-1.557938e+000;-1.797778e+001;2.894054e+001;3.677525e-002;1.820682e-002;4.615736e-002;2.189349e+000;1.896296e+000;2.321875e-001;1.566292e-001;3.073684e-001;4.261189e-001;-3.918497e+001
